의원명,정당,위원회,법안ID,법안명,발의자,위원회명,상태,발의유형
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_D2L4L0K5I3P0O0N9K5T6S1P8X1W6V7,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_D2L4L0K5I3P0O0N9K5T6S1P8X1W6V7,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_D2L4L0K5I3P0O0N9K5T6S1P8X1W6V7,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_D2L4L0K5I3P0O0N9K5T6S1P8X1W6V7,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_D2L4L0K5I3P0O0N9K5T6S1P8X1W6V7,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_D2L4L0K5I3P0O0N9K5T6S1P8X1W6V7,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_D2L4L0K5I3P0O0N9K5T6S1P8X1W6V7,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_D2L4L0K5I3P0O0N9K5T6S1P8X1W6V7,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_D2L4L0K5I3P0O0N9K5T6S1P8X1W6V7,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_O2X4W0T5P3O0N1U0T3S9B5A4X8V0U9,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,김한규의원 등 16인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_R2Q4O0P6X0X4V1W4V2V0T2U6C7A1B4,국회법 일부개정법률안,김한규의원 등 12인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_E2C4D0L6L0K4I1J4H2I1Q1Q4O2N5O0,의료법 일부개정법률안,김한규의원 등 17인,보건복지위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_V2W4U0V6T0U4C1C4A2Z0A5Y3Y3U5V9,국회법 일부개정법률안,김한규의원 등 14인,국회운영위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6W0V4R1P4Q2P1N3V6U3O9N0,개인정보 보호법 일부개정법률안,김한규의원 등 14인,정무위원회,,공동발의
